Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_NaN,MasVnrArea_NaN,GarageYrBlt_NaN,YearBuilt_diff,YearRemodAdd_diff,GarageYrBlt_diff
404,60,4,4.532599493153256,9.400133943608838,1,3,3,1,3,2,9,5,1,4,4,8,5,1998,1998,1,1,10,10,2,650.0,2,3,4,2,3,3,5,0,5,0,1141,1141,2,2,1,3,7.060476365999801,1098,0,7.724446645633537,0,0,2,1,4,1,2,10,4,1,3,2,1998,0,2,420,2,2,2,144,123,0,0,0,0,0,7,2006,3,2,258000,0,0,0,8,8,8
405,60,4,4.0943445622221,9.246093541682,1,2,3,1,4,2,17,5,1,4,4,6,5,1995,1996,2,1,8,9,3,0.0,3,3,4,2,3,3,5,0,5,0,806,806,2,2,1,3,6.692083742506628,766,0,7.360103972989152,0,0,2,1,3,1,3,7,4,1,3,2,1995,0,2,373,2,2,2,0,40,0,0,0,0,0,5,2007,3,4,168000,1,0,0,12,11,12
406,20,4,4.0943445622221,9.209439966733019,1,2,3,1,3,2,15,4,1,4,5,4,4,1976,1993,2,1,6,6,3,0.0,3,3,3,3,3,3,2,1116,5,0,165,1281,2,4,1,3,7.3901814282264295,0,0,7.3901814282264295,1,0,2,0,3,1,3,8,2,1,3,4,1993,2,2,490,2,2,2,120,78,0,0,0,0,0,6,2009,3,4,150000,1,0,0,33,16,16
407,50,4,3.9318256327243257,9.257223957875032,1,3,3,1,4,2,4,5,1,4,3,6,5,1936,1950,2,1,8,9,3,0.0,3,3,2,3,3,3,5,0,5,0,1064,1064,2,4,1,2,7.061334366910438,0,473,7.40184157874383,0,0,1,0,3,1,3,6,1,0,4,3,1936,2,1,240,2,2,2,0,0,0,0,0,0,0,3,2008,3,4,115000,0,0,0,72,58,72
408,70,4,4.143134726391533,9.653486547052035,1,3,3,1,4,2,11,5,1,4,4,6,7,1915,1976,2,1,7,6,3,0.0,3,3,2,2,3,3,5,0,5,0,840,840,2,4,1,3,6.733401891837359,840,0,7.426549072397305,0,0,2,0,4,1,3,8,4,0,4,4,1960,2,1,308,2,2,2,0,0,160,0,0,0,0,3,2008,3,4,177000,0,0,0,93,32,48
409,60,4,4.6913478822291435,9.55775254863573,1,3,3,1,3,2,16,5,1,4,4,7,5,2006,2006,2,1,10,10,2,350.0,2,3,4,1,2,3,5,0,5,0,1063,1063,2,4,1,3,6.976348070447749,1101,0,7.683403681053826,0,0,2,1,3,1,2,9,4,1,4,4,2006,1,3,947,2,2,2,192,62,0,0,0,0,0,8,2007,2,3,280000,0,0,0,1,1,1
410,60,2,4.442651256490317,9.287301413112312,1,3,3,1,4,2,18,5,1,4,4,8,5,2007,2008,2,1,10,10,1,100.0,2,3,4,1,3,3,4,789,5,0,245,1034,2,4,1,3,6.956545443151569,1028,0,7.639161171659173,1,0,2,1,3,1,1,8,4,1,4,4,2008,0,3,836,2,2,2,0,102,0,0,0,0,0,4,2008,2,3,339750,0,0,0,1,0,0
411,20,4,4.219507705176107,9.166492972195906,1,3,3,1,4,2,19,5,1,4,5,5,3,1958,1958,2,1,0,3,3,0.0,3,1,3,3,1,3,5,0,5,0,1276,1276,2,3,1,2,7.151485463904735,0,0,7.151485463904735,0,0,1,0,3,1,3,5,0,0,4,4,1958,2,1,350,2,2,2,0,0,0,0,0,0,0,6,2009,1,2,60000,0,0,0,51,51,51
412,190,4,4.605170185988092,10.453053004618049,1,3,2,1,4,2,17,5,1,0,5,5,5,1955,1955,1,1,7,7,3,0.0,3,3,3,3,3,0,1,1056,5,0,0,1056,2,3,0,3,6.962243464266207,0,0,6.962243464266207,1,0,1,0,3,1,3,5,4,0,4,4,1955,0,2,572,2,2,2,264,0,0,0,0,0,0,1,2006,3,4,145000,0,0,0,51,51,51
413,20,2,4.0943445622221,8.390041405755754,1,1,3,1,4,2,18,5,1,4,5,7,5,2009,2009,2,1,8,9,1,432.0,1,3,4,1,3,2,4,578,5,0,892,1470,2,4,1,3,7.298445101508147,0,0,7.298445101508147,1,0,2,1,2,1,2,7,4,1,4,4,2009,0,2,484,2,2,2,0,144,0,0,0,0,0,6,2010,2,3,222000,1,0,0,1,1,1
414,30,3,4.02535169073515,9.100525505968976,1,3,3,1,4,2,20,3,1,4,5,5,6,1927,1950,2,1,3,4,3,0.0,3,3,3,3,3,3,5,0,5,0,1008,1008,2,2,1,2,6.93537044601511,0,0,6.93537044601511,0,0,1,0,2,1,3,5,4,1,4,3,1927,2,2,360,2,2,2,0,0,130,0,0,0,0,3,2010,3,4,115000,0,0,0,83,60,83
415,60,4,4.07753744390572,9.326165937481774,1,1,3,1,2,2,13,5,1,4,4,7,5,1993,1993,2,1,10,10,3,0.0,2,3,4,2,3,3,2,50,0,531,499,1080,2,4,1,3,6.984716320118266,1017,0,7.64826303090192,0,1,2,1,3,1,2,9,4,1,3,4,1993,2,3,678,2,2,2,196,187,0,0,0,0,0,12,2008,3,4,228000,0,0,0,15,15,15
416,20,4,4.290459441148391,9.093694189856862,1,2,3,1,4,2,17,5,1,4,5,7,5,2007,2007,2,1,10,10,3,0.0,2,3,4,2,3,2,4,24,5,0,1316,1340,2,4,1,3,7.200424892944957,0,0,7.200424892944957,0,0,2,0,3,1,2,6,4,0,4,4,2007,0,2,396,2,2,2,100,30,0,0,0,0,0,8,2007,2,3,181134,0,0,0,0,0,0
417,60,4,4.30406509320417,8.967504187316237,1,3,3,1,4,2,15,5,1,4,4,6,7,1978,1978,1,1,9,8,2,203.0,3,3,3,3,3,3,3,209,5,0,463,672,2,3,1,3,6.51025834052315,728,0,7.24422751560335,0,0,1,1,3,1,3,6,4,1,3,4,1978,0,2,440,2,2,2,0,0,0,0,0,0,0,3,2006,3,4,149500,0,0,0,28,28,28
418,70,4,4.454347296253507,10.017708696626151,1,2,3,1,4,2,11,4,1,4,4,6,6,1918,1950,1,1,7,2,3,0.0,3,3,2,2,3,3,2,1128,5,0,242,1370,1,3,0,2,7.222566018822171,1254,0,7.8724551500639794,1,0,2,1,4,1,3,10,4,1,4,3,1918,2,3,864,2,2,1,0,0,0,0,0,0,0,11,2007,3,4,239000,0,0,0,89,57,89
419,50,4,4.0943445622221,9.006999447958153,1,3,3,1,4,2,19,5,1,4,3,5,6,1940,1950,2,1,8,9,3,0.0,3,3,2,3,3,3,3,312,5,0,444,756,2,1,0,1,6.628041376179533,378,0,7.033506484287697,1,0,1,1,3,1,3,7,4,0,4,3,1940,2,1,240,2,2,0,0,0,0,0,0,0,0,4,2007,3,0,126000,0,0,0,67,57,67
420,20,4,4.174387269895637,9.041921720351219,1,3,3,1,4,2,22,5,1,4,5,5,6,1968,1968,2,1,10,10,3,0.0,3,3,3,3,3,3,2,775,5,0,281,1056,2,4,1,3,6.962243464266207,0,0,6.962243464266207,1,0,1,0,3,1,3,6,4,1,2,4,1968,2,1,304,2,2,2,0,85,184,0,0,0,0,7,2010,3,4,142000,0,0,0,42,42,42
421,90,3,4.356708826689592,8.862200330487287,1,3,3,1,4,2,10,5,1,2,1,7,5,1997,1998,2,1,10,10,2,200.0,3,2,4,2,2,1,4,1309,5,0,35,1344,2,4,1,3,7.203405521083095,0,0,7.203405521083095,2,0,2,0,2,2,3,8,4,0,4,4,1997,0,4,784,2,2,2,0,0,0,0,0,0,0,11,2008,3,0,206300,0,0,0,11,10,11
422,20,4,4.0943445622221,9.719264188452577,1,2,3,1,1,2,14,5,1,4,5,6,7,1977,2000,2,1,5,5,1,126.0,2,3,3,2,3,3,3,1246,5,0,356,1602,2,2,1,3,7.379008127628304,0,0,7.379008127628304,0,1,2,0,3,1,2,8,4,1,3,4,1977,0,2,529,2,2,2,240,0,0,0,0,0,0,6,2009,3,4,215000,1,0,0,32,9,32
423,20,4,4.605170185988092,9.98736903651683,1,3,1,1,4,1,10,3,1,4,5,5,5,1954,1954,1,1,9,8,3,0.0,3,3,3,3,3,3,5,0,5,0,988,988,2,4,1,2,6.895682697747868,0,0,6.895682697747868,0,0,1,0,2,1,3,4,4,0,4,4,1954,1,2,520,2,2,1,0,0,0,0,0,0,0,2,2008,3,4,113000,0,0,0,54,54,54
424,60,4,4.382026634673881,9.126958763037132,1,3,3,1,4,2,9,5,1,4,4,8,5,1998,1998,2,1,10,10,2,473.0,2,3,4,2,3,3,4,986,5,0,484,1470,2,2,1,3,7.293017679772782,1160,0,7.874739125171811,1,0,2,1,4,1,2,8,4,1,3,4,1998,0,3,696,2,2,2,0,66,0,0,0,0,0,6,2008,3,4,315000,0,0,0,10,10,10
425,20,4,4.276666119016055,9.104979856318357,1,3,3,1,4,2,22,5,1,4,5,6,5,1956,1956,2,1,7,7,2,74.0,3,3,3,2,3,3,0,616,5,0,580,1196,2,2,1,2,7.086737934510577,0,0,7.086737934510577,1,0,1,0,2,1,3,6,4,1,4,4,1956,1,1,297,2,2,2,0,44,0,0,0,0,0,5,2008,3,4,139000,0,0,0,52,52,52
426,60,3,4.0943445622221,8.125039097367745,1,3,1,1,4,2,20,5,1,4,4,7,8,1946,1992,2,1,9,8,3,0.0,3,2,3,3,3,3,5,0,5,0,651,651,2,2,1,3,6.561030665896573,682,0,7.236339342754344,0,0,1,1,3,1,3,6,4,2,4,3,1947,2,1,240,2,2,0,0,0,126,0,0,0,0,9,2009,3,4,135000,0,0,0,63,17,62
427,80,4,4.0943445622221,9.457200449907708,1,3,0,1,4,1,13,5,1,4,2,7,5,1989,1989,2,1,7,7,2,145.0,2,3,4,2,3,1,4,1518,5,0,0,1518,2,2,1,3,7.404887575616125,0,0,7.404887575616125,1,1,2,0,2,1,2,5,4,1,3,4,1989,0,2,569,2,2,2,80,0,0,0,396,0,0,8,2009,3,4,275000,1,0,0,20,20,20
428,20,4,4.343805421853684,9.058703197313223,1,2,3,1,4,2,22,5,1,4,5,4,6,1957,1957,1,1,8,9,3,0.0,3,3,3,3,3,3,1,288,5,0,619,907,2,4,1,3,6.810142450115136,0,0,6.810142450115136,0,0,1,0,3,1,3,5,4,0,4,3,1964,2,1,352,2,2,2,0,0,0,0,0,0,0,7,2008,3,4,109008,0,0,0,51,51,44
429,20,4,4.1588830833596715,8.819073983267831,1,3,3,1,4,2,21,5,1,4,5,7,5,2007,2007,2,1,10,10,2,108.0,2,3,4,2,3,3,4,664,5,0,544,1208,2,4,1,3,7.0967213784947605,0,0,7.0967213784947605,1,0,2,0,2,1,2,6,4,0,4,4,2007,1,2,628,2,2,2,105,54,0,0,0,0,0,9,2007,2,3,195400,0,0,0,0,0,0
430,20,4,4.867534450455582,9.346356175893625,1,2,3,1,3,2,8,5,1,4,5,6,5,1988,1988,2,1,9,8,3,0.0,3,3,3,2,3,0,4,1005,5,0,387,1392,2,3,1,3,7.252762418053187,0,0,7.252762418053187,1,0,2,0,3,1,2,6,4,1,3,4,1988,2,2,576,2,2,2,0,0,169,0,0,0,0,3,2009,3,4,175000,0,0,0,21,21,21
431,160,3,3.044522437723423,7.426549072397305,1,3,3,1,4,2,0,5,1,1,4,6,5,1971,1971,2,1,9,8,2,232.0,3,3,3,3,3,3,3,387,5,0,96,483,2,3,1,3,6.180016653652572,504,0,6.894670039433482,0,0,1,1,2,1,3,4,4,0,4,3,1971,2,1,264,2,2,2,0,0,0,0,0,0,0,7,2008,1,2,85400,0,0,0,37,37,37
432,50,3,4.0943445622221,8.628018746505122,1,2,2,1,4,2,20,4,1,4,3,6,7,1920,1998,2,1,8,9,3,0.0,3,3,2,3,3,3,5,0,5,0,901,901,2,2,1,3,6.992096427415888,110,0,7.088408778675395,0,0,1,0,4,1,3,7,4,0,4,4,2005,2,0,0,2,2,1,0,98,0,0,0,0,0,9,2008,0,2,79900,0,0,1,88,10,3
433,160,3,3.1780538303479458,7.560080465021827,1,3,3,1,4,2,0,5,1,3,4,5,5,1971,1971,2,1,9,8,2,376.0,3,3,3,3,3,3,3,471,5,0,294,765,2,4,1,3,6.639875833826536,600,0,7.21890970761906,1,0,1,1,2,1,3,6,2,0,4,3,1971,2,2,440,2,2,2,240,36,0,0,0,0,0,8,2007,3,4,122500,0,0,0,36,36,36
434,60,4,4.605170185988092,9.29090601981575,1,2,3,1,3,2,17,5,1,4,4,6,5,1997,1998,2,1,10,10,3,0.0,3,3,4,2,3,3,5,0,5,0,926,926,2,4,1,3,6.8308742346461795,678,0,7.38025578842646,0,0,2,1,3,1,3,7,4,1,3,4,1997,0,2,470,2,2,2,0,36,0,0,0,0,0,7,2008,3,4,181000,0,0,0,11,10,11
435,180,3,3.044522437723423,7.5443321080536885,1,3,3,1,4,2,2,5,1,1,1,4,7,1972,1972,2,1,5,5,3,0.0,3,2,3,2,3,2,3,495,5,0,135,630,2,2,1,3,6.4457198193855785,0,0,6.4457198193855785,1,0,1,0,1,1,3,3,4,0,4,4,2005,2,0,0,2,2,2,88,0,0,0,0,0,0,6,2008,3,4,81000,0,0,1,36,36,3
436,60,4,3.7612001156935624,9.274910142625483,1,1,3,1,2,2,21,0,1,4,4,7,6,1996,1996,2,1,10,10,3,0.0,2,3,4,2,3,2,4,385,1,344,70,799,2,4,1,3,6.717804695023691,834,0,7.415175109613295,1,0,2,1,3,1,2,6,4,1,3,4,1996,1,2,550,2,2,2,158,61,0,0,0,0,0,4,2009,0,4,212000,0,0,0,13,13,13
437,50,3,3.6888794541139363,8.389359819906353,1,3,3,1,4,2,20,5,1,4,3,6,8,1920,1950,2,1,2,2,3,0.0,3,3,2,0,3,3,5,0,5,0,648,648,2,3,1,2,6.598509028614515,384,0,7.0192966537150445,0,0,1,0,2,1,3,6,4,0,4,3,1990,2,2,440,2,2,2,0,0,0,0,0,0,0,10,2006,3,4,116000,0,0,0,86,56,16
438,45,3,3.912023005428146,8.699514748210191,1,3,3,1,4,2,12,5,1,4,0,6,7,1926,2004,2,1,7,7,3,0.0,2,3,4,3,3,3,5,0,5,0,884,884,2,2,1,3,6.806829360392176,0,0,6.806829360392176,0,0,1,0,2,1,3,4,4,0,4,3,1926,2,1,180,2,2,2,0,0,105,0,0,0,0,1,2009,3,4,119000,0,0,0,83,5,83
439,30,4,3.6888794541139363,8.361708288575842,1,3,3,1,4,2,11,5,1,4,5,5,6,1913,2002,2,1,3,2,3,0.0,3,3,4,3,3,3,0,365,5,0,75,440,2,3,0,3,6.542471960506805,0,0,6.542471960506805,0,0,1,0,2,1,2,4,4,1,4,3,1990,2,1,352,0,2,0,0,0,34,0,0,0,0,3,2007,3,4,90350,0,0,0,94,5,17
440,50,4,4.204692619390966,9.421735176255844,1,3,3,1,3,2,19,5,1,4,3,6,8,1920,2000,2,1,7,7,3,0.0,3,3,2,3,1,0,5,0,5,0,684,684,2,2,1,3,6.52795791762255,512,0,7.086737934510577,0,0,1,0,3,1,2,7,4,0,4,3,2005,2,2,528,2,2,2,0,46,0,0,0,0,800,8,2009,0,4,110000,0,0,0,89,9,4
441,20,4,4.653960350157523,9.644133752071205,1,3,3,1,4,2,16,5,1,4,5,10,5,2008,2008,1,1,10,10,1,200.0,1,3,4,1,3,1,4,1767,1,539,788,3094,2,4,1,3,7.784057002639929,0,0,7.784057002639929,1,0,2,0,2,1,1,10,4,2,4,4,2008,0,3,672,2,2,2,0,72,0,0,170,0,0,4,2009,3,4,555000,0,0,0,1,1,1
442,90,4,4.5217885770490405,9.401621670141608,1,3,3,1,4,2,19,5,1,2,5,4,4,1955,1955,2,1,10,10,2,270.0,3,3,3,3,3,3,3,133,5,0,1307,1440,2,3,0,1,7.272398392570047,0,0,7.272398392570047,0,0,2,0,4,2,0,8,4,0,4,4,2005,2,0,0,2,2,2,0,0,0,0,0,0,0,9,2008,3,4,118000,0,0,1,53,53,3
443,50,3,3.9512437185814275,8.738735461363474,1,3,3,1,4,2,12,5,1,4,3,5,7,1930,1992,2,1,8,9,3,0.0,3,3,4,3,3,3,5,0,5,0,1078,1078,2,3,1,3,7.028201432058005,445,0,7.360739903058278,0,0,2,0,3,1,3,8,4,1,4,3,1930,2,2,360,2,2,0,0,0,0,0,0,0,0,6,2008,3,4,162900,0,0,0,78,16,78
444,120,4,3.970291913552122,8.274357006756292,1,3,3,1,4,2,1,5,1,3,5,7,5,2006,2007,2,1,3,4,2,72.0,2,3,4,1,3,2,5,0,5,0,1258,1258,2,4,1,3,7.1372784372603855,0,0,7.1372784372603855,0,0,2,0,2,1,2,6,4,1,4,4,2007,0,3,648,2,2,2,144,16,0,0,0,0,0,6,2007,2,3,172500,0,0,0,1,0,0
445,60,4,4.248495242049359,9.07680897935166,1,3,3,1,4,2,21,5,1,4,4,7,5,1994,1995,2,1,10,10,3,0.0,2,2,4,2,3,3,4,642,5,0,273,915,2,4,1,3,6.838405200847344,975,0,7.553810852008231,1,0,2,1,4,1,2,8,4,1,3,4,1994,2,2,493,2,2,2,144,133,0,0,0,0,0,7,2008,3,4,210000,0,0,0,14,13,14
446,20,4,4.290459441148391,9.19573421958682,1,3,3,1,3,2,19,5,1,4,5,6,5,1956,1956,1,1,7,7,3,0.0,3,3,3,3,3,3,5,0,5,0,1436,1436,2,1,1,3,7.4318919168078,0,0,7.4318919168078,0,0,1,0,3,1,3,7,4,1,4,4,1956,2,2,480,2,2,2,0,0,0,0,0,0,0,11,2009,1,4,127500,0,0,0,53,53,53
447,20,4,4.919980925828125,9.71063069382679,1,2,3,1,3,2,22,2,1,4,5,6,6,1966,2002,2,1,4,6,3,0.0,2,3,3,3,3,3,3,247,4,713,557,1517,2,4,1,3,7.543273346705446,0,0,7.543273346705446,0,0,2,1,2,1,2,6,0,1,4,4,1966,0,2,578,2,2,2,0,0,0,0,0,0,0,6,2010,3,4,190000,0,0,0,44,8,44
448,60,4,4.0943445622221,9.324918276683619,1,2,3,1,3,2,17,5,1,4,4,7,5,1998,1999,2,1,10,10,3,0.0,2,3,4,2,3,3,5,0,5,0,930,930,2,2,1,3,6.862757913051401,930,0,7.542213463193403,0,0,2,1,4,1,2,10,4,1,3,4,1998,0,2,431,2,2,2,89,0,0,0,0,0,0,7,2006,3,4,199900,1,0,0,8,7,8
449,50,3,3.912023005428146,9.0595174822416,1,3,2,1,4,2,7,5,1,4,3,6,6,1937,1950,2,1,8,9,3,0.0,3,3,2,3,3,3,5,0,5,0,780,780,2,3,1,3,6.659293919683638,596,0,7.226936018493289,0,0,2,0,3,1,3,7,4,1,4,3,1937,2,1,198,2,2,1,0,0,0,0,0,0,0,6,2006,3,4,119500,0,0,0,69,56,69
450,50,3,3.912023005428146,8.699514748210191,1,3,3,1,4,2,20,5,1,4,3,3,7,1948,2002,2,1,8,9,3,0.0,3,2,3,3,3,3,3,331,5,0,318,649,2,4,1,3,6.520621127558696,504,0,7.075808863978387,0,0,1,1,2,1,3,6,4,0,4,3,1981,2,1,308,2,2,2,0,176,0,0,0,0,0,6,2007,3,4,120000,0,0,0,59,5,26
451,30,3,4.248495242049359,8.64541048921699,1,3,3,1,4,2,20,5,1,4,5,6,8,1930,2005,1,1,7,7,3,0.0,3,3,2,3,3,3,5,0,5,0,813,813,2,4,1,2,6.70073110954781,0,0,6.70073110954781,0,0,1,0,2,1,2,5,4,0,4,3,1932,2,1,270,1,1,1,0,113,0,0,0,0,0,6,2006,3,4,110000,0,0,0,76,1,74
452,20,4,4.127134385045092,11.167063280451986,1,2,0,1,4,1,6,5,1,4,5,7,5,1975,1975,2,0,6,6,3,0.0,3,3,3,2,3,1,3,655,5,0,878,1533,2,3,1,3,7.334981878871814,0,0,7.334981878871814,1,0,2,0,2,1,2,5,4,2,3,4,1975,2,2,576,2,2,2,200,54,0,0,0,0,0,12,2006,3,4,280000,0,0,0,31,31,31
453,60,4,4.0943445622221,9.138092207768558,1,2,3,1,3,2,8,5,1,4,4,6,5,1996,1997,1,1,10,10,2,42.0,2,3,4,1,3,3,3,742,5,0,130,872,2,4,1,3,6.78897174299217,868,0,7.470793774195062,1,0,2,1,3,1,3,7,4,0,4,4,1996,0,2,422,2,2,2,144,122,0,0,0,0,0,7,2007,3,4,204000,1,0,0,11,10,11
454,60,2,4.31748811353631,9.104979856318357,1,3,3,1,4,2,18,5,1,4,4,8,5,2008,2008,2,1,10,10,3,0.0,2,3,4,2,3,3,5,0,5,0,768,768,2,4,1,3,6.666956792429207,804,0,7.371489295214277,0,0,2,1,3,1,2,6,4,0,4,4,2008,1,2,676,2,2,2,0,30,0,0,0,0,0,6,2009,3,4,210000,0,0,0,1,1,1
455,90,4,4.143134726391533,9.137447046455858,1,3,3,1,4,2,10,5,1,2,5,5,5,1976,1976,2,1,6,6,3,0.0,3,3,3,3,3,3,3,1606,5,0,122,1728,2,3,1,3,7.454719949364001,0,0,7.454719949364001,2,0,2,0,4,2,3,8,4,0,4,3,1976,2,2,560,2,2,2,0,0,0,0,0,0,0,7,2006,3,1,188000,0,0,0,30,30,30
456,20,4,4.382026634673881,9.169518377455928,1,3,3,1,4,2,14,5,1,4,5,7,6,1973,1973,1,1,9,8,2,320.0,3,3,3,3,3,3,3,916,5,0,326,1242,2,1,1,3,7.124478262493424,0,0,7.124478262493424,0,0,1,1,3,1,3,6,4,1,3,4,1973,2,2,528,2,2,2,0,0,0,0,0,0,0,9,2007,3,4,175500,0,0,0,34,34,34
457,70,3,3.5263605246161616,8.427487278331744,1,3,3,1,4,2,20,5,1,4,4,5,5,1916,1950,2,1,1,0,3,0.0,3,3,2,3,3,3,5,0,5,0,624,624,2,1,0,3,6.436150368369428,720,0,7.203405521083095,0,0,1,0,4,1,3,7,4,0,4,3,1916,2,3,513,1,1,2,0,0,96,0,0,0,0,5,2008,1,2,98000,0,0,0,92,58,92
458,20,4,4.0943445622221,10.882321065382621,1,2,0,1,2,1,6,5,1,4,5,4,6,1954,1994,0,0,6,6,3,0.0,3,3,3,2,3,1,2,1116,5,0,248,1364,2,4,1,3,7.416378479192928,0,0,7.416378479192928,1,0,1,0,2,1,2,6,2,2,4,4,1954,0,2,529,2,2,2,224,137,0,0,0,0,0,3,2008,3,4,256000,1,0,0,54,14,54
459,70,3,4.0943445622221,8.536995818712418,1,3,3,1,4,2,20,5,1,4,4,8,7,1925,1996,1,1,2,4,3,0.0,3,2,4,3,3,3,5,0,5,0,588,588,2,1,1,3,6.725033642166843,833,0,7.418180822726788,0,0,1,0,3,1,2,7,4,1,4,3,1925,2,1,228,2,2,2,192,63,0,0,0,0,0,6,2008,3,4,161000,1,0,0,83,12,83
460,50,4,4.0943445622221,8.855805992536562,1,2,2,1,3,2,12,5,1,4,3,5,4,1950,1950,2,1,8,9,0,161.0,3,3,3,3,3,3,0,185,5,0,524,709,2,3,1,3,6.88653164253051,224,0,7.0925737159746784,1,0,1,0,3,1,2,5,4,1,3,3,1950,2,1,352,2,2,2,0,0,248,0,0,0,0,7,2009,3,4,110000,1,0,0,59,59,59
461,60,2,4.31748811353631,8.987696695703624,1,2,3,1,4,2,18,1,1,4,4,8,5,2009,2009,2,1,10,10,1,110.0,2,3,4,2,3,3,4,544,5,0,288,832,2,4,1,3,6.723832440821209,1103,0,7.5678626054638825,1,0,2,1,3,1,3,8,4,0,4,2,2009,0,2,552,2,2,2,0,150,0,0,0,0,0,12,2009,2,3,263435,0,0,0,0,0,0
462,70,4,4.0943445622221,8.881836305004146,1,3,3,1,4,2,4,4,1,4,4,7,9,1936,2007,2,1,7,7,3,0.0,2,2,4,2,2,3,3,350,2,210,0,560,2,4,1,3,6.354370040797351,560,0,7.034387929915503,1,0,1,0,3,1,2,6,4,0,4,3,1971,1,2,576,2,2,2,256,0,0,0,0,0,0,4,2009,3,4,155000,0,0,0,73,2,38
463,20,4,4.0943445622221,9.0217190130337,1,2,3,1,4,2,15,5,1,4,5,5,5,1965,1965,2,1,8,9,3,0.0,3,3,3,3,3,3,1,553,2,311,0,864,2,2,1,3,6.761572768804055,0,0,6.761572768804055,0,0,1,0,3,1,3,5,4,1,0,3,1965,2,1,360,2,2,2,0,0,236,0,0,0,0,12,2009,3,4,62383,0,0,0,44,44,44
464,70,4,4.30406509320417,9.391661428436555,1,2,1,1,4,1,11,5,1,4,4,6,7,1934,1995,1,1,2,2,3,0.0,3,3,3,3,3,3,0,326,5,0,389,715,2,1,1,2,6.744059186311348,811,0,7.414572881350589,0,0,1,1,3,1,3,6,4,1,4,3,1939,2,1,240,2,2,2,0,0,0,0,0,0,0,8,2008,3,4,188700,0,0,0,74,13,69
465,20,4,4.0943445622221,9.039552050995901,1,3,1,1,4,1,21,5,1,4,5,5,5,1978,1978,2,1,9,8,2,136.0,3,3,3,2,3,3,1,616,5,0,424,1040,2,3,1,3,6.946975992135418,0,0,6.946975992135418,0,0,2,0,3,1,3,5,4,0,4,4,2005,2,0,0,2,2,2,0,0,0,0,0,0,0,8,2009,3,4,124000,0,0,1,31,31,4
466,120,3,4.0943445622221,8.030084094267563,1,3,3,1,4,2,1,5,1,3,5,7,5,2004,2004,1,1,10,10,2,18.0,2,3,4,2,3,3,5,0,5,0,1375,1375,2,4,1,3,7.254177846456518,0,0,7.254177846456518,0,0,2,0,2,1,2,6,4,1,3,4,2004,0,2,398,2,2,2,144,20,0,0,0,0,0,5,2006,3,4,178740,1,0,0,2,2,2
467,20,4,4.442651256490317,9.271247306879705,1,3,3,1,4,2,22,5,1,4,5,7,5,1970,1970,0,0,6,6,3,0.0,3,2,3,3,2,1,4,778,5,0,499,1277,2,3,1,3,7.152268856032539,0,0,7.152268856032539,1,0,1,0,2,1,3,5,4,1,0,4,1970,2,2,526,2,2,2,0,0,0,0,176,0,0,4,2007,3,4,167000,0,0,0,37,37,37
468,70,4,4.3694478524670215,9.156939595249067,1,3,3,1,4,2,22,3,1,4,4,5,7,1942,1995,2,1,8,9,1,224.0,3,3,3,3,3,3,0,386,5,0,342,728,2,4,1,3,6.78897174299217,756,0,7.404887575616125,0,0,1,1,3,1,2,7,4,2,4,4,1942,2,1,312,2,2,2,168,0,0,0,0,0,0,6,2007,3,4,146500,0,0,0,65,12,65
469,20,4,4.584967478670572,9.343821763350663,1,2,3,1,4,2,16,5,1,4,5,8,5,2006,2006,2,1,10,10,1,248.0,2,3,4,2,3,3,5,0,5,0,1626,1626,2,4,1,3,7.3987862754199485,0,0,7.3987862754199485,0,0,2,0,3,1,2,7,4,1,4,4,2006,1,3,866,2,2,2,0,44,0,0,0,0,0,5,2007,3,4,250000,0,0,0,1,1,1
470,60,4,4.330733340286331,9.136801468641313,1,2,3,1,3,2,13,2,1,4,4,6,5,1993,1993,2,1,9,8,2,120.0,2,3,4,2,3,3,4,426,5,0,406,832,2,4,1,3,6.723832440821209,878,0,7.444248649496705,0,0,2,1,3,1,2,7,4,0,4,4,1993,1,2,506,2,2,2,144,70,0,0,0,0,0,6,2008,3,4,187000,0,0,0,15,15,15
